original,simplified_human,simplified_by_model
"한편, 시는 지난 2009년부터 LH(한국토지주택공사)와 인천도시공사(iH)를 통해 총 8조3천800억원을 투입, 인구 18만7천여명이 사는 검단신도시 개발사업을 추진하고 있다. 내년 12월 준공 예정이다.","한편, 우리 시는 2009년부터 LH(한국토지주택공사)와 인천도시공사(iH)와 함께 총 8조3천800억원을 사용해서, 18만7천여명이 살 수 있는 검단신도시를 만들고 있어요. 이 신도시는 내년 12월에 완공될 예정이에요.","한편, 시는 2009년부터 LH(한국토지주택공사)와 인천도시공사(iH)를 통해 총 8조 3천 800억 원을 사용해서 검단신도시를 개발하고 있어요. 내년 12월에 완공될 예정이에요."
"[사설]추석 밥상물가 급등, 서민 경제 위기 더 커졌다",추석에 음식값이 많이 올랐어요. 그래서 서민들의 경제 상황이 더 힘들어졌어요.,"[사설] 추석에 밥상에 들어가는 물가가 급격히 오르고, 우리 집 경제가 더 어려워졌다."
[인제]인제 코로나 피해 주민에 세금 감면,인제에서 코로나 때문에 어려움을 겪고 있는 주민들에게 세금을 줄여주기로 했어요.,"[인제]인제 코로나 피해 주민에게 세금을 줄여줘요

코로나로 피해를 본 주민들에게 세금을 줄여주기로 결정했어요."
우리 정부가 가장 주목하는 글로벌 변수는 “러시아-우크라이나 사태와 미국의 고강도 금융 긴축이 언제 어떤 식으로 진행되고 소프트랜딩해서 정상적인 경기 대응으로 갈 것이냐”라며 “국내적으로는 중국 변수도 크다”고 전했다.,"우리 정부가 가장 중요하게 생각하는 세계의 상황은 ""러시아와 우크라이나의 문제와 미국의 돈 관리가 언제 어떻게 진행될지, 그리고 경제가 다시 안정될 수 있을지""라고 말했어요. 또, ""우리나라 안에서는 중국의 상황도 큰 영향을 미친다""고 덧붙였어요.","우리 정부가 가장 중요하게 보는 것은 ""러시아와 우크라이나 사이의 상황과 미국의 돈을 줄이는 정책이 언제 어떻게 진행될 것인지, 그리고 그로 인해 경제가 정상적으로 돌아갈 수 있을지""입니다. 그리고 ""국내적으로는 중국이라는 변수가 크다""고 말했습니다."
"이 법안은 이재명 당대표(인천 계양을)가 대통령 후보 당시 내세운 ‘청년기본적금’ 공약을 입법화한 것이다. 이 대표는 지난 2월 5년 5천만원의 기본자산 형성을 지원해 내 집 마련 기회를 보장하는 ‘청년 자산 형성, 내 집 마련 프로젝트’ 공약을 발표한 바 있다.","이 법안은 이재명 대표가 대통령 후보로 나왔을 때 약속한 '청년기본적금'을 실제로 법으로 만들겠다는 거예요. 이 대표는 지난 2월에 청년들이 5년 동안 5천만 원을 모을 수 있도록 도와주고, 그 돈으로 집을 살 수 있게 하겠다고 발표했어요. 이렇게 하면 청년들이 자신의 집을 마련할 수 있는 기회를 더 많이 가질 수 있어요.","이 법안은 이재명 당대표(인천 계양을)가 대통령 후보 때 내세운 '청년기본적금' 공약을 법으로 만들었다는 뜻이에요. 이 대표는 지난 2월 5년 5천만 원을 준비해서 집을 마련할 수 있도록 도와주겠다는 '청년 자산 형성, 내 집 마련 프로젝트'라는 공약을 발표했어요."
"이날 코스피는 전 거래일보다 28.49포인트(1.22%) 내린 2,314.32에 장을 마쳤다. 종가는 2020년 11월2일 2,300.16 이후 1년7개월여 만에 가장 낮은 수준이다.","이날 코스피는 지난 거래일보다 28.49포인트(1.22%) 떨어져서 2,314.32로 마감했어요. 이 숫자는 2020년 11월 2일 이후로 1년 7개월 만에 가장 낮은 수치예요.","이날 코스피는 지난 거래일보다 28.49포인트(1.22%) 떨어져서 2,314.32로 마감했어요. 종가는 2020년 11월 2일 2,300.16 이후로 가장 낮은 수준이에요."
"한편, LH는 국민·영구·매입·전세임대 등 다양한 임대주택을 자립준비청년에게 우선적으로 공급하는 등 자립준비청년의 주거권 보장에 앞장서고 있다. 더불어 주거를 기반으로 양질의 자립역량 강화서비스를 함께 제공하는 ‘자립준비청년 자립지원주택’도 올 가을 입주를 앞두고 있다.","LH는 자립준비청년이라는 특별한 그룹의 사람들에게 집을 먼저 제공하고 있어요. 자립준비청년은 혼자서 잘 살아가기 위해 준비하는 청소년들을 말해요. LH는 이들에게 국민임대주택, 영구임대주택, 매입임대주택, 전세임대주택 등 다양한 종류의 집을 주고 있어요. 

또한, LH는 자립준비청년들이 더 잘 살 수 있도록 도와주는 특별한 서비스도 함께 제공할 예정이에요. 이 서비스는 자립준비청년 자립지원주택이라는 이름의 집에서 제공될 거예요. 이 집은 올 가을에 입주할 수 있게 준비되고 있어요.","한편, LH는 국민, 영구, 매입, 전세 임대 등 다양한 종류의 집을 자립준비청년에게 먼저 제공하려고 노력하고 있어요. 자립준비청년들이 안전하고 좋은 집에서 살 수 있도록 도와주고 있어요. 그리고 주거 환경을 바탕으로 자립 역량을 키울 수 있는 서비스를 함께 제공하는 ‘자립준비청년 자립지원주택’도 가을에 입주할 예정이에요."
"통계청이 20일 발표한 ‘2021년 중장년층 행정통계’에 따르면 지난해 강원도 중장년층 인구는 60만9,000명으로 전체 인구의 40.7%를 차지했다.","통계청이 20일에 발표한 '2021년 중장년층 행정통계'에 따르면, 작년 강원도에 사는 중장년층(보통 40대에서 60대 사람들)의 수는 60만9,000명이었고, 이는 강원도 전체 인구의 40.7%에 해당해요.","통계청이 20일에 발표한 '2021년 중장년층 행정통계'에 따르면, 작년에 강원도에서 중장년층이 609,000명으로 이루어져서 전체 인구의 40.7%를 차지했어요. 중장년층은 일반적으로 30대와 40대 사이에 있는 사람들을 말해요."
"신안산선 한양대역 출입구 신설 본격화...안산시의회, 198억 사업협약 동의",신안산선 한양대역에 새로운 출입구가 생기기로 했어요. 안산시의회에서 이 프로젝트에 필요한 198억 원을 쓰는 것에 동의했답니다.,신안산선 한양대역에 새로운 입구가 생겼어요. 안산시의회에서 198억 원의 사업에 대해 동의했어요.
아파트 매매가 또 최고치 찍어,아파트 가격이 다시 가장 높아졌어요.,아파트 가격이 다시 최고로 올라서
"하지만 시민들이 가맹점 매출 규모를 알지 못하는 만큼, 캐시백 비율 적용을 놓고 곳곳에서 혼란을 빚을 것이란 우려가 나온다. 즉 10%의 캐시백을 예상하고 이용했지만 정작 5%의 캐시백을 받는 경우가 발생하면 환불 및 민원이 속출할 수 있는 것이다.","하지만 사람들이 가맹점의 매출이 얼마나 되는지 잘 모르기 때문에, 캐시백 비율에 대해 혼란스러운 상황이 생길 수 있다는 걱정이 있어요. 예를 들어, 10%의 캐시백을 받을 거라고 생각하고 쇼핑을 했는데, 실제로는 5%만 받게 되면, 사람들이 불만을 제기하거나 환불을 요청할 수 있다는 거예요.","하지만 시민들이 가게에서 벌어지는 돈을 알 수 없기 때문에, 캐시백 비율을 적용하는 것에 대해 여러 곳에서 혼란이 생길 것 같아요. 즉, 10%의 캐시백을 예상하고 이용했지만, 정작 5%의 캐시백을 받는 경우가 생기면 환불이나 민원이 나올 수 있어요."
15일 부천시와 일부 가로주택정비사업조합 등에 따르면 98곳에서 가로주택정비사업이 추진 중이다.,"15일에 부천시와 몇몇 가로주택정비사업조합이 말한 것에 따르면, 지금 98곳에서 가로주택정비사업이 진행되고 있어요. 

가로주택정비사업은 오래된 집이나 건물을 새롭게 고치거나 새로 짓는 일을 말해요.","부천시와 일부 가로주택정비사업을 하는 회사들에 따르면, 98곳에서 가로주택정비사업이 진행 중이에요."
"앞서 2020년 3월 16일 금통위는 코로나19 충격으로 경기 침체가 예상되자 기준금리를 한 번에 0.50%포인트 낮추는 이른바 ‘빅컷’(1.25→0.75%)에 나섰고, 같은 해 5월 28일 추가 인하(0.75→0.50%)를 통해 2개월 만에 0.75%포인트나 금리를 빠르게 내렸다.","2020년 3월 16일, 한국의 중앙은행인 금통위는 코로나19로 인해 경제가 힘들어질 것 같아서 기준금리를 한 번에 0.50% 낮추기로 했어요. 이걸 '빅컷'이라고 부르는데, 금리가 1.25%에서 0.75%로 줄어든 거예요. 그리고 같은 해 5월 28일에는 다시 금리를 더 낮춰서 0.75%에서 0.50%로 만들었어요. 이렇게 두 번에 걸쳐서 총 0.75%나 금리를 빠르게 낮춘 거죠.",2020년 3월 16일에 한국은행의 중앙은행이 코로나19로 경제가 어려워질 것이라고 예상해서 기준금리를 한 번에 0.50% 낮췄어요. 이 결과로 금리가 0.75%포인트 떨어져서 0.50%로 낮아졌답니다. 2개월 만에 금리를 다시 조금 낮췄어요.
"정은애 중소벤처기업연구원 연구위원은 “소상공인 경영난은 금리와 밀접한 관련이 있으므로 금리 상승 충격을 최소화하기 위한 정책이 시급한 상황”이라며 “부실 및 한계 소상공인에 대한 모니터링 시스템을 도입하고, 특성에 따른 지원 방안을 모색해야 한다”고 말했다.","정은애 연구위원은 “작은 가게들이 힘든 이유는 이자율과 관련이 많기 때문에, 이자율이 오르는 것을 막기 위한 정책이 필요하다”고 말했습니다. 또한 “문제가 있는 작은 가게들을 잘 살펴보고, 각 가게의 상황에 맞는 도와주는 방법을 찾아야 한다”고 덧붙였습니다.","정은애 중소벤처기업연구원 연구위원은 “소상공인들이 힘든 상황은 돈 때문에 생긴 것이어서, 금리가 올라서 그 영향을 줄일 방법이 빨리 필요해요”라고 말했습니다. 그는 “약하고 부족한 소상공인들을 잘 관리하는 시스템을 만들고, 지역 상황에 맞는 지원 방법을 찾아야 한다”고 덧붙였습니다."
"[사설]기준금리 3% 시대, 가계·기업 부실로 이어져선 안 돼","[사설] 기준금리가 3%가 되면, 가정과 회사가 어려워지지 않도록 해야 해.",[사설] 기준금리가 3%로 올라가면서 가계와 기업이 어려워져서 안 돼야 해.
속초시가 코로나19 장기화로 어려움을 겪고 있는 소상공인들에게 임대료를 인하한 착한 건물주를 대상으로 지난해에 이어 올해도 재산세 감면을 지원한다.,"속초시에서는 코로나19 때문에 힘든 시간을 보내고 있는 작은 가게 주인들을 도와주기 위해, 임대료를 낮춰준 착한 건물주에게 작년과 올해 모두 재산세를 줄여주기로 했어요.",속초시가 코로나19로 힘든 시간을 보내고 있는 작은 가게들을 위해 임대료를 낮춰서 도움을 주는 착한 건물주들에게 올해도 세금을 줄여주고 있어요.
"이와함께 업무처리 담당자와 처리 진행 과정을 온라인에서 확인할 수 있고, 개발행위 허가서와 준공검사 필증도 발급받을 수 있다.",업무를 맡은 사람이 일을 어떻게 하고 있는지 인터넷에서 확인할 수 있어요. 그리고 건물을 짓거나 고치는 허가서와 완공 검사 증명서도 받을 수 있어요.,"이와 함께 업무를 처리하는 사람들과 진행 상황을 온라인에서 확인할 수 있고, 개발 허가서와 준공 검사 증명서를 받을 수 있어요."
그러나 시에는 관련 부서 및 실무팀이 없어 전문성이 부족한 건축직 공무원이 업무를 수행하고 있는 실정으로 과중한 업무에 따른 부담 및 고질민원에 염증을 느낀 신규 공무원들은 물론 중견 공무원들까지 조직을 떠나는 등 최근 3년 사이 건축직 공무원 6명이 중도 퇴직했다.,"하지만 건축 관련 일을 하는 공무원들은 전문적인 도움을 받을 수 있는 팀이 없어서 어려움을 겪고 있어요. 그래서 많은 일을 해야 하는 공무원들은 힘들어하고, 그로 인해 불만이 쌓인 새로 들어온 공무원들과 경험이 많은 공무원들까지도 일을 그만두고 있어요. 최근 3년 동안 건축직 공무원 6명이 일을 그만두었답니다.","하지만 시에서는 관련 부서와 실무팀이 없어 전문성이 부족한 건축직 공무원이 업무를 처리하고 있어요. 그래서 많은 업무 때문에 힘든 점과 고질적인 문제에 대해 고민하고 있는 신규 공무원들, 그리고 중견 공무원들까지 최근 3년 동안 건축직 공무원 6명이 중도에 퇴직했어요."
"동해사랑상품권, 예산소진으로 인센티브 지원 한도 하향","동해사랑상품권의 지원금이 다 떨어져서, 이제 받을 수 있는 돈이 줄어들었어요.","동해사랑상품권이 예산을 효율적으로 사용해서, 할인 혜택을 더 많이 제공할 수 있도록 할인한도를 낮췄어요."
지난해 강원도 내에서 새로운 유형의 모바일상품권 피해로 상담한 소비자가 14배 가량 증가했다. 소비자 상담 건수가 가장 많았던 분야는 유사투자자문이었다.,작년 강원도에서 새로운 종류의 모바일 상품권 때문에 도움을 요청한 사람들이 14배나 늘어났어요. 가장 많은 사람들이 상담한 주제는 비슷한 투자에 대한 조언이었어요.,지난해 강원도에서 새로운 종류의 모바일상품권 피해로 상담한 소비자가 14배나 늘어났어요. 소비자들이 가장 많이 상담한 분야는 유사투자자문이에요.
"국토교통부에 따르면 2021년 11월 기준 강원도내 미분양 아파트는 1,076세대에 불과했다. 이는 전년 같은 달과 비교해 1,572세대나 줄어든 수치로, 관련 통계 작성이 시작된 2000년 이래 월별 미분양 규모 중 가장 적었다. 전월보다는 96세대가 줄었다. 더욱이 최근 전월 대비 미분양 감소폭이 최대 200세대 선이었고 분양권 확보 움직임도 활발한 점을 감안하면 12월 기준에서는 사상 처음으로 미분양 1,000세대 이하 기록을 세울 가능성도 높다.","국토교통부에 따르면, 2021년 11월에는 강원도에서 아직 팔리지 않은 아파트가 1,076채밖에 없었어. 전년 같은 달과 비교하면 1,572채나 줄었는데, 이건 2000년부터 기록된 데이터 중에 가장 적은 숫자야. 전달보다 96채나 줄었어. 그리고 최근에는 미분양 아파트가 많이 줄고 있어서, 12월에는 처음으로 1,000채 이하로 줄어들 수도 있을 거야.","국토교통부에 따르면, 2021년 11월에 강원도에 미분양 아파트가 1,076개밖에 없었어요. 이는 작년 같은 달에 비해 1,572개 줄어든 숫자인데, 관련 통계가 시작된 2000년 이후로 월별로 미분양 규모를 살펴보는 것이 처음이에요. 전월보다 96개가 줄어든 거예요. 그리고 최근에는 전월보다 200개가 줄어든 것까지 있다고 해요. 분양권 확보에 대한 움직임도 활발해서, 12월에 미분양 1,000개 이하를 기록할 가능성이 높다고 해요."
"이에 따라 시는 반곡동 1,260번지 일원 78만967㎡를 도시개발구역으로 지정, LH(한국토지주택공사 ) 강원지역본부에서 오는 2030년까지 개발을 맡게 된다. 해당 부지는 옛 예비군훈련장이 있던 곳으로, 원주 혁신도시와 인접해 있다.","그래서 시에서는 반곡동 1,260번지 주변 78만967㎡를 도시 개발 구역으로 정했어요. 이 개발은 LH(한국토지주택공사) 강원지역본부가 맡아서 2030년까지 진행할 거예요. 이 지역은 예전에는 예비군 훈련장이 있었던 곳이고, 원주 혁신도시와 가까운 곳이에요.","그래서 시는 반곡동 1,260번지에서 78만967㎡ 크기의 땅을 도시 개발 구역으로 정하고, 2030년까지 LH(한국토지주택공사) 강원지역본부가 이 일을 맡게 됩니다. 이 땅은 옛 예비군 훈련장이 있던 곳인데, 원주 혁신도시와 가까운 곳이에요."
"코로나19 경기침체 속에서도 강원도 내 음식점 개업은 늘고 폐업은 줄어든 것으로 나타났다. 고용시장 악화와 저금리 정책자금 지원 증가가 원인으로 꼽히는데, 업계에선 내년부터 폐업이 폭증할 것을 우려하고 있다.","코로나19로 경제가 어려운 상황에서도 강원도에서는 음식점이 새로 생기는 수가 늘고, 문을 닫는 음식점은 줄어들고 있다고 해. 일자리가 줄어들고, 정부에서 돈을 빌려주는 조건이 좋아져서 그런 것 같아. 하지만 음식점 주인들은 내년에는 문을 닫는 음식점이 많아질까 걱정하고 있어.","코로나19 때문에 힘들게 됐지만, 강원도에서 음식점들이 새롭게 생기고 다른 곳들이 문을 닫는 일이 늘어난 것으로 보입니다. 일자리가 줄어들고, 돈을 빌릴 때의 이자도 줄어들어서 그런 것 같아요. 그래서 내년부터는 음식점들이 많이 문을 닫을까 걱정이 많아요."
"달러대비 원화 환율 1,345.5원…연고점 또 경신","달러와 원화의 환율이 1,345.5원이 되었어요. 이건 원화의 가치가 달러에 비해 가장 높았던 때보다 더 높아진 거예요.","달러와 원화의 환율이 1,345.5원이 되었어요. 그리고 이번 달은 환율이 또 조금 더 높아졌어요."
주택산업연구원 내년 집값 하락 전망,내년에 집값이 떨어질 것이라는 예측이 주택산업연구원에서 나왔어요.,내년 집값이 떨어질 것이라고 연구원이 예측했어요.
"또 원래 청약 계획에서 최근 금리 인상이 계속되며 청약 유형 변경 및 면적 축소, 자금 축소 등을 고려하는 사람은 75%에 달했다.","최근에 금리가 계속 오르면서, 원래 계획했던 청약을 바꾸거나 집의 크기를 줄이거나 필요한 돈을 줄이려는 사람들이 75%나 된다는 조사 결과가 나왔어요.",청약 계획을 다시 생각해 본 사람 중에서 최근에 금리가 계속 오르면서 청약 유형을 바꾸거나 집의 크기를 줄이거나 돈을 줄이는 사람들은 75%를 차지했어요.
㈜포스코건설이 일산 문촌마을 16단지 리모델링사업에 시공 업무를 수주했다.,포스코건설이라는 회사가 일산에 있는 문촌마을 16단지라는 곳을 새롭게 고치기로 했어요. 이 일을 맡아서 잘 해내기로 했답니다.,포스코건설이 일산 문촌마을 16단지 리모델링 작업을 맡아서 일했습니다.
"파주 운정테크노밸리 지연…사업자 3차 공모, 2026년 완공","파주 운정테크노밸리의 건설이 늦어지고 있어요. 그래서 사업자들이 세 번째로 공모를 하고 있고, 이 프로젝트는 2026년에 완공될 예정이에요.","파주 운정테크노밸리 사업이 늦어지고 있어요. 사업을 다시 시작하기 위해 3차 공모를 했지만, 2026년에 완공될 예정이에요."
"지역별로는 춘천이 4명으로 가장 많고 평창과 홍천이 각 2명, 정선·동해·강릉 각 1명 등이다. 춘천고 출신이 2명으로 가장 많았고 각 지역별 연고 학교 출신 이었다.","지역별로 보면, 춘천에서 4명이 가장 많고, 평창과 홍천에서는 각각 2명이, 정선, 동해, 강릉에서는 각각 1명이 나왔어요. 춘천고등학교 출신이 2명으로 가장 많았고, 다른 지역에서도 그 지역 학교 출신들이 있었어요.","춘천에서 4명이 가장 많고, 평창과 홍천은 각각 2명, 정선과 동해, 강릉은 각 1명으로 자리를 잡았어요. 춘천고에서 나온 사람이 2명으로 가장 많았고, 각 지역에서 자리를 잡은 학교의 출신이였어요."
이태호 이사장은 “김종관 이사장님을 비롯한 김포새마을금고 임원직원들께 감사드리고 오늘 이시간이 너무나 벅차고 감사한 시간이다”며 “우리 지역의 취약계층 어린이들에게 지속적인 후원이 이루어지도록 아이들의 어려운 부분을 잘 파악해서 많은 도움이 되도록 노력하겠다”고 말했다.,"이태호 이사장은 “김종관 이사장님과 김포새마을금고의 모든 직원들에게 감사드립니다. 오늘 이 자리가 정말 기쁘고 감사한 순간입니다”라고 말했습니다. 그리고 “우리 지역의 어려운 어린이들에게 계속해서 도움을 줄 수 있도록, 아이들이 어떤 어려움을 겪고 있는지 잘 알아보고 많은 도움을 주기 위해 노력하겠습니다”라고 덧붙였습니다.","이태호 이사장은 “김종관 이사장님과 김포새마을금고 임원님들께 감사드립니다. 오늘 이 시간이 너무나 벅차고 감사한 마음입니다”라고 말했습니다. “우리 지역의 어려운 어린이들에게 계속적인 도움이 필요하도록 아이들의 어려움을 잘 이해하고, 필요한 도움을 많이 주도록 노력하겠습니다.”"
한은은 특히 이날 발표한 수정 경제 전망에서 올해 성장률 예상치를 3.0%에서 2.7%로 낮추고 소비자물가 상승률은 3.1%에서 4.5%로 크게 높여 잡았다.,"한국은행은 오늘 발표한 경제 전망에서 올해 경제 성장률을 3.0%에서 2.7%로 낮췄고, 소비자 물가 상승률은 3.1%에서 4.5%로 많이 올렸다고 했어요. 

여기서 경제 성장률은 나라의 경제가 얼마나 잘 성장할지를 나타내는 숫자고, 소비자 물가 상승률은 우리가 사는 물건의 가격이 얼마나 오르는지를 보여주는 숫자예요.","한은은 이날 발표한 경제 전망에서 올해 경제 성장률을 3.0%에서 2.7%로 낮추고, 소비자물가가 3.1%에서 4.5%로 많이 오를 것이라고 예측했어요."
"시 관계자는 “제안서를 제출한 업체 3곳 모두 요건을 맞추지 못했다. 지난 6일 업체 관계자를 불러 재공모 사유 등을 설명했다”며 “사업이 늦어진 만큼 공정하고 투명하게 우선협상대상자를 선정, 운정테크노밸리 조성사업이 성공적으로 안착할 수 있도록 하겠다”고 말했다.","시청 관계자는 “제안서를 제출한 3개의 회사가 모두 필요한 조건을 충족하지 못했어요. 그래서 지난 6일에 그 회사 사람들을 불러서 다시 공모를 해야 하는 이유를 설명했어요. 사업이 늦어진 만큼, 공정하고 투명하게 우선 협상할 회사를 정해서 운정테크노밸리 조성사업이 잘 진행될 수 있도록 하겠습니다.”라고 말했어요.",시 관계자는 “제안서를 제출한 3개 업체 모두 요구 사항을 만족하지 못했어요. 지난 6일에 그 업체 관계자에게 왜 사업이 늦어졌는지 설명했어요”라고 말했어요. “사업이 더딜 수 있으니 공정하고 투명하게 우선 협상 대상자를 정해서 운정테크노밸리 공사를 잘 진행할 수 있도록 하겠다”고 덧붙였어요.
동두천시 상패동 국가산단 ‘속도’…11월부터 일부 분양,동두천시 상패동에 있는 국가산업단지가 빠르게 진행되고 있어요. 11월부터는 일부 땅을 팔기 시작할 거예요.,동두천시 상패동에 있는 국가산단에서 자동차를 만드는 공사가 빠르게 진행되고 있어요. 11월부터 일부 건물이 팔리게 될 거예요.
"그 대신 정부는 ① 현행 유지 ② 현행 유지하되 기초연금 40만원으로 인상 ③ 소득대체율 45% 상향, 보험료율 12% 인상 ④ 소득대체율 50% 상향, 보험료율 13% 인상 등 4가지 국민연금 개편안을 만들어 국회에 제출했는데, 재정안정과 노후소득보장을 둘러싼 지루한 공방 끝에 국민연금 개편 논의는 제대로 진행되지 못했다.","정부는 국민연금을 바꾸기 위해 네 가지 방법을 생각했어요. 첫 번째는 지금처럼 그대로 유지하는 것이고, 두 번째는 기초연금을 40만 원으로 올리는 거예요. 세 번째는 국민연금에서 받는 돈의 비율을 45%로 높이고, 내는 보험료를 12%로 올리는 것이고, 네 번째는 비율을 50%로 높이고 보험료를 13%로 올리는 방법이에요. 하지만 국민연금에 대한 논의는 재정 안정과 노후 소득 보장에 대한 의견 차이 때문에 제대로 진행되지 못했어요.","그 대신, 정부는 다음과 같은 방법을 제안했어요. 첫째, 현재의 연금을 그대로 유지하는 방법이고, 둘째는 기초연금을 40만원으로 올리는 방법이고, 셋째는 소득대체율을 45% 높이는 방법, 넷째는 보험료를 12% 높이는 방법이에요. 이렇게 네 가지 방법이 만들어져서 국회에 제출되었어요. 하지만 재정안정과 노후소득보장 문제 때문에 정치인들이 의견을 나눈 결과, 국민연금 개편이 제대로 이루어지지 않았어요."
이에 따라 지역 무주택자들의 내 집 마련 문턱은 더 높아질 전망이다. 대출 규제에 금리 인상까지 더해져 수요자들의 자금 조달 부담이 가중되고 있어서다.,"이로 인해 집이 없는 지역 사람들은 집을 사기 더 어려워질 것 같아요. 대출을 받는 규칙이 더 엄격해지고, 이자도 올라서 돈을 마련하는 게 더 힘들어지고 있거든요.","그래서 지역에 집이 없는 사람들의 집 마련이 더 어려워질 것 같아요. 대출 규제가 높아지고 이자도 올라서, 집을 사려는 사람들에게 돈을 빌리는 것이 더 힘들어질 것 같아요."
"실제 본보가 한국거래소 데이터를 분석한 결과, 지난 1월 말 기준 강원도 지역개발채권 종가 가격은 1만원권 1주당 9,260원(강원지역개발21-12), 즉시매도 할인율은 7.4%였다. 하지만 10개월 뒤인 지난 10월28일에는 8,227원(강원지역개발22-10) 할인율이 17.730%에 달했다.","한국거래소에서 강원도 지역개발채권에 대한 데이터를 분석한 결과를 알려줄게. 지난 1월 말에 강원도 지역개발채권의 가격은 1주당 9,260원이었고, 이걸 바로 팔면 7.4%의 할인율이 있었어. 그런데 10개월 후인 10월 28일에는 가격이 8,227원으로 떨어졌고, 할인율은 17.730%로 더 높아졌어. 

이 말은, 시간이 지나면서 강원도 지역개발채권의 가격이 낮아지고, 즉시 팔 때 더 많은 돈을 잃게 된다는 뜻이야.","한국거래소에서 데이터를 분석한 결과, 지난 1월 말 기준 강원도 지역개발채권 가격은 1만원권에 대해 9,260원이었어요. 즉, 지금 가격을 팔 때 할인율은 7.4%였어요. 하지만 10개월 뒤인 10월 28일에는 8,227원이었고, 할인율은 17.730%로 높아졌어요."
"황한솔 경제만랩 리서치연구원은 “절대적인 증여 거래량은 줄었지만, 주택가격 하락으로 증여세 산정 기준 가격이 낮아졌고, 증여 취득세 기준 변경까지 맞물리면서 비중 자체는 증가한 것으로 보인다”고 말했다.","황한솔 경제만랩 연구원은 “증여 거래량이 줄어들긴 했지만, 집값이 떨어져서 증여세를 계산할 때 기준이 되는 가격이 낮아졌어요. 게다가 증여 취득세 기준도 바뀌어서 전체적으로 증여가 늘어난 것처럼 보입니다.”라고 말했어요.","황한솔 경제만랩 연구원은 “증여 거래량이 줄어들었지만, 집값이 떨어지면서 증여세 계산 기준 가격이 낮아지고, 증여 취득세 기준이 바뀌면서 증여의 비율이 늘어난 것으로 보입니다.”라고 말했습니다."
춘천시는 지난달 29일 두산에너빌리티가 공문을 통해 요청한 공사 중단 기간 1년 연장을 수용하기로 결정했다고 1일 밝혔다.,"춘천시는 지난달 29일, 두산에너빌리티라는 회사가 보낸 편지에서 공사를 1년 더 멈춰달라고 요청한 것을 받아들이기로 했다고 1일에 발표했어요.",춘천시는 지난달 29일에 두산에너빌리티라는 회사가 공사 중단 기간을 1년 더 늘리기로 요청한 것을 받아들였다고 1일에 발표했어요.
"김 후보는 “이 전 지사의 기본소득은 농민, 청년을 타겟으로 한 사회서비스 측면의 성격을 지녔는데 저는 매우 효과가 있다고 본다”면서 “현재 전 세계적으로 경쟁력을 입증하고 있는 K컬쳐의 성장가능성 등을 종합적으로 판단했을 때, 열악한 여건에서 생활 중인 문화예술인을 대상으로 기본소득을 확대하는 것이 바람직하다고 본다”고 강조했다.","김 후보는 “이 전 지사의 기본소득은 농민과 청년을 도와주는 사회 서비스의 성격이 있어서 매우 효과적이라고 생각해요”라고 말했어요. 그리고 “지금 전 세계에서 인기가 많은 K컬쳐의 성장 가능성을 고려할 때, 힘든 상황에서 살고 있는 문화예술인들에게 기본소득을 더 늘리는 것이 좋다고 생각해요”라고 강조했어요.","김 후보는 “이 전 지사의 기본소득은 농민과 청년들을 위해 만들어졌는데, 저는 그가 효과적이라고 생각합니다”라고 말했습니다. 그리고 “지금 전 세계에서 잘 성장하고 있는 K컬쳐가 있는 상황을 고려했을 때, 어려운 상황에서 생활하는 문화예술인을 위해 기본소득을 늘리는 것이 필요하다고 생각합니다”라고 덧붙였습니다."
반도체 클러스터 등 강원도와 원주시의 핵심 전략산업을 담을 원주 부론일반산업단지 조성이 가시권에 들어설 지 주목된다.,강원도와 원주시에서 중요한 산업인 반도체 클러스터를 포함한 원주 부론일반산업단지를 만드는 계획이 가까워지고 있다는 소식이 주목받고 있습니다.,반도체 클러스터와 원주 부론일반산업단지 같은 중요한 산업을 중심으로 강원도와 원주가 함께 노력할 수 있는 계획이 눈앞에 생겼어요.
"유로존(유로화 사용 19개국)의 지난달 소비자물가는 1년 전보다 8.6% 뛰어 1997년 관련 통계 집계 개시 이후 최고치를 경신했다. 독일이나, 이탈리아, 스페인에서 물가가 8∼10% 상승하는 데 그쳤지만, 라트비아, 에스토니아, 리투아니아 등 발트 3국에서는 20% 가까이 치솟았다.","유로존은 유로화를 사용하는 19개 나라를 말해. 지난달 이 나라들의 물가가 1년 전보다 8.6%나 올랐어. 이건 1997년 이후로 가장 높은 수치야. 독일, 이탈리아, 스페인에서는 물가가 8%에서 10% 정도 올랐지만, 라트비아, 에스토니아, 리투아니아 같은 발트 3국에서는 물가가 거의 20%나 급등했어.","유럽연합(유로존)의 지난달 소비자물가가 1년 전보다 8.6%나 올라서, 1997년 이후로 가장 높은 수치라는 뜻이에요. 독일, 이탈리아, 스페인에서 물가가 8∼10% 올랐지만, 라트비아, 에스토니아, 리투아니아 같은 발트 3국에서는 20% 가까이 올랐어요."
